id,title,genres,production_companies
597,Titanic,"['Drama', 'Romance', 'Thriller']","['Paramount Pictures', 'Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']"
102899,Ant-Man,"['Science Fiction', 'Action', 'Adventure']",['Marvel Studios']
1417,Pan's Labyrinth,"['Fantasy', 'Drama', 'War']","['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang']"
131634,The Hunger Games: Mockingjay - Part 2,"['Action', 'Adventure', 'Science Fiction']","['Studio Babelsberg', 'Lionsgate', 'Color Force']"
585,"Monsters, Inc.","['Animation', 'Comedy', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios']"
102382,The Amazing Spider-Man 2,"['Action', 'Adventure', 'Fantasy']","['Columbia Pictures', 'Marvel Enterprises', 'Avi Arad Productions', 'Matt Tolmach Productions']"
72190,World War Z,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'GK Films', 'Skydance Productions', 'Hemisphere Media Capital', 'Apparatus Productions', 'Latina Pictures', '2DUX²']"
50620,The Twilight Saga: Breaking Dawn - Part 2,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Summit Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']"
127585,X-Men: Days of Future Past,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']"
269149,Zootopia,"['Animation', 'Adventure', 'Family', 'Comedy']","['Walt Disney Pictures', 'Walt Disney Animation Studios']"
269149,Zootopia,"['Animation', 'Adventure', 'Family', 'Comedy']","['Walt Disney Pictures', 'Walt Disney Animation Studios']"
50619,The Twilight Saga: Breaking Dawn - Part 1,"['Adventure', 'Fantasy', 'Romance']","['Summit Entertainment', 'Sunswept Entertainment', 'Total Entertainment', 'TSBD Canada Productions', 'Zohar International', 'Temple Hill Entertainment', 'TSBD Louisiana', 'TSBD Productions']"
300669,Don't Breathe,"['Crime', 'Horror', 'Thriller']","['Ghost House Pictures', 'Sony Pictures Releasing', 'Screen Gems', 'Stage 6 Films', 'Good Universe', 'Blind Man Productions']"
105,Back to the Future,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']"
286217,The Martian,"['Drama', 'Adventure', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Mid Atlantic Films', 'International Traders', 'TSG Entertainment', 'Genre Films']"
12,Finding Nemo,"['Animation', 'Family']",['Pixar Animation Studios']
101299,The Hunger Games: Catching Fire,"['Adventure', 'Action', 'Science Fiction']","['Lionsgate', 'Color Force']"
238615,Self/less,"['Science Fiction', 'Mystery', 'Thriller']","['Endgame Entertainment', 'Ram Bergman Productions']"
24,Kill Bill: Vol. 1,"['Action', 'Crime']","['Miramax Films', 'A Band Apart', 'Super Cool ManChu']"
109439,The Hangover Part III,['Comedy'],"['Legendary Pictures', 'Green Hat Films']"
12445,Harry Potter and the Deathly Hallows: Part 2,"['Family', 'Fantasy', 'Adventure']","['Warner Bros.', 'Heyday Films']"
206647,Spectre,"['Action', 'Adventure', 'Crime']","['Columbia Pictures', 'Danjaq', 'B24']"
674,Harry Potter and the Goblet of Fire,"['Adventure', 'Fantasy', 'Family']","['Patalex IV Productions Limited', 'Warner Bros.', 'Heyday Films']"
93456,Despicable Me 2,"['Animation', 'Comedy', 'Family']","['Universal Pictures', 'Illumination Entertainment']"
136835,No Good Deed,"['Crime', 'Thriller']",['Will Packer Productions']
382614,The Book of Henry,"['Thriller', 'Drama', 'Crime']","['Sidney Kimmel Entertainment', 'Double Nickel Entertainment']"
14564,Rings,['Horror'],"['Paramount Pictures', 'Vertigo Entertainment', 'Macari/Edelstein', 'Parkes+MacDonald Image Nation', 'Waddieish Claretrap']"
11187,Child's Play 3,"['Thriller', 'Horror', 'Action']",['Universal Pictures']
258230,A Monster Calls,"['Drama', 'Fantasy']","['River Road Entertainment', 'Participant Media', 'Apaches Entertainment', 'La Trini']"
428449,A Ghost Story,"['Drama', 'Fantasy', 'Romance']","['Sailor Bear', 'A24', 'Zero Trans Fat Productions']"
397422,Rough Night,"['Drama', 'Comedy']","['Sony Pictures Entertainment', 'Paulilu Productions']"
18,The Fifth Element,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']","['Columbia Pictures', 'Gaumont']"
109445,Frozen,"['Animation', 'Adventure', 'Family']","['Walt Disney Pictures', 'Walt Disney Animation Studios']"
150540,Inside Out,"['Drama', 'Comedy', 'Animation', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios']"
564,The Mummy,"['Adventure', 'Action', 'Fantasy']","['Universal Pictures', 'Alphaville Films']"
38365,Grown Ups,['Comedy'],"['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media']"
18785,The Hangover,['Comedy'],"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.', 'IFP Westcoast Erste']"
68721,Iron Man 3,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios']
8840,DragonHeart,['Fantasy'],['Universal Pictures']
176,Saw,"['Horror', 'Mystery', 'Crime']","['Lions Gate Films', 'Twisted Pictures', 'Evolution Entertainment', 'Saw Productions Inc.']"
281957,The Revenant,"['Western', 'Drama', 'Adventure', 'Thriller']","['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']"
10020,Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Silver Screen Partners IV']"
348,Alien,"['Horror', 'Action', 'Thriller', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Brandywine Productions']"
12444,Harry Potter and the Deathly Hallows: Part 1,"['Adventure', 'Fantasy', 'Family']","['Warner Bros.', 'Heyday Films']"
49051,The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy', 'Action']","['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']"
305470,Power Rangers,"['Action', 'Adventure', 'Science Fiction']","['Lionsgate', 'Saban Brands']"
250546,Annabelle,['Horror'],"['New Line Cinema', 'The Safran Company', 'Evergreen Media Group', 'RatPac-Dune Entertainment']"
158015,The Purge,"['Science Fiction', 'Horror', 'Thriller']","['Universal Pictures', 'Why Not Productions', 'Platinum Dunes', 'Blumhouse Productions', '20th Century Fox Russia']"
98,Gladiator,"['Action', 'Drama', 'Adventure']","['DreamWorks SKG', 'Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz']"
36557,Casino Royale,"['Adventure', 'Action', 'Thriller']","['Eon Productions', 'Stillking Films', 'Babelsberg Film']"
9325,The Jungle Book,"['Family', 'Animation', 'Adventure']",['Walt Disney Pictures']
396535,Train to Busan,"['Action', 'Horror', 'Thriller']",['NEW']
280,Terminator 2: Judgment Day,"['Action', 'Thriller', 'Science Fiction']","['Lightstorm Entertainment', 'Pacific Western', 'Canal+', 'Carolco Pictures', 'T2 Productions']"
62,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']","['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer (MGM)']"
98566,Teenage Mutant Ninja Turtles,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']","['Paramount Pictures', 'Nickelodeon Movies', 'Platinum Dunes']"
158852,Tomorrowland,"['Adventure', 'Family', 'Mystery', 'Science Fiction']","['Walt Disney Pictures', 'Babieka', 'A113']"
20352,Despicable Me,"['Animation', 'Family']","['Universal Pictures', 'Illumination Entertainment']"
9806,The Incredibles,"['Action', 'Adventure', 'Animation', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios']"
13448,Angels & Demons,"['Thriller', 'Mystery']","['Columbia Pictures', 'Imagine Entertainment', 'Panorama Films', 'Skylark Productions']"
270946,Penguins of Madagascar,"['Family', 'Animation', 'Adventure', 'Comedy']",['DreamWorks Animation']
620,Ghostbusters,"['Comedy', 'Fantasy']","['Columbia Pictures Corporation', 'Delphi Films', 'Black Rhino Productions']"
1726,Iron Man,"['Action', 'Science Fiction', 'Adventure']","['Paramount Pictures', 'Marvel Studios']"
630,The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']","[""Loew's Incorporated""]"
118,Charlie and the Chocolate Factory,"['Adventure', 'Comedy', 'Family', 'Fantasy']","['Village Roadshow Pictures', 'The Zanuck Company', 'Warner Bros.', 'Tim Burton Productions', 'Plan B Entertainment', 'Theobald Film Productions']"
862,Toy Story,"['Animation', 'Comedy', 'Family']",['Pixar Animation Studios']
45243,The Hangover Part II,['Comedy'],"['Legendary Pictures', 'Living Films', 'Green Hat Films', 'Warner Bros.']"
314095,The Lost City of Z,"['Action', 'Adventure', 'Drama', 'History']","['Plan B Entertainment', 'Northern Ireland Screen', 'Sierra / Affinity', 'MICA Entertainment', 'MadRiver Pictures', 'Keep Your Head']"
679,Aliens,"['Horror', 'Action', 'Thriller', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Brandywine Productions']"
857,Saving Private Ryan,"['Drama', 'History', 'War']","['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Mutual Film Company', 'Mark Gordon Productions']"
11321,Seven Pounds,['Drama'],"['Columbia Pictures', 'Escape Artists', 'Relativity Media', 'Overbrook Entertainment']"
8587,The Lion King,"['Family', 'Animation', 'Drama']","['Walt Disney Pictures', 'Walt Disney Feature Animation']"
157350,Divergent,"['Adventure', 'Action', 'Science Fiction']","['Summit Entertainment', 'Red Wagon Entertainment']"
393,Kill Bill: Vol. 2,"['Action', 'Crime', 'Thriller']","['Miramax Films', 'A Band Apart', 'Super Cool ManChu']"
76757,Jupiter Ascending,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['Village Roadshow Pictures', 'Dune Entertainment', 'Anarchos Productions', 'Warner Bros.']"
675,Harry Potter and the Order of the Phoenix,"['Adventure', 'Fantasy', 'Family', 'Mystery']","['Warner Bros.', 'Heyday Films']"
8358,Cast Away,"['Adventure', 'Drama']","['DreamWorks SKG', 'Twentieth Century Fox Film Corporation', 'Playtone', 'ImageMovers']"
242582,Nightcrawler,"['Crime', 'Drama', 'Thriller']","['Bold Films', 'Sierra / Affinity']"
20526,TRON: Legacy,"['Adventure', 'Action', 'Science Fiction']","['Walt Disney Pictures', 'LivePlanet', 'Prana Studios', 'Sean Bailey Productions', 'Revolution Sun Studios', 'Kontsept Film Company']"
277216,Straight Outta Compton,"['Drama', 'Music']","['New Line Cinema', 'Universal Pictures', 'Legendary Pictures', 'Cube Vision', 'Broken Chair Flickz', 'Crucial Films']"
10674,Mulan,"['Animation', 'Family', 'Adventure']","['Walt Disney Pictures', 'Walt Disney Feature Animation']"
