id,title,genres,production_companies
10555,Shark Tale,"['Animation', 'Action', 'Comedy', 'Family']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
808,Shrek,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
340101,Their Finest,"['Romance', 'War', 'Comedy', 'Drama']","['BBC Films', 'HanWay Films', 'Film i Väst', 'Number 9 Films', 'Filmgate Films', 'Ripken Productions', 'Pinewood Pictures', 'Wildgaze']"
2832,Identity,"['Mystery', 'Thriller']","['Konrad Pictures', 'Columbia Pictures Corporation']"
1584,School of Rock,"['Comedy', 'Music']","['Paramount Pictures', 'Scott Rudin Productions', 'Nickelodeon Movies', 'NEW Century', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'Sor Productions']"
4922,The Curious Case of Benjamin Button,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']","['Paramount Pictures', 'Warner Bros.', 'Kennedy/Marshall Company, The']"
949,Heat,"['Action', 'Crime', 'Drama', 'Thriller']","['Regency Enterprises', 'Forward Pass', 'Warner Bros.']"
47971,xXx: Return of Xander Cage,"['Action', 'Adventure', 'Crime']","['Paramount Pictures', 'Revolution Studios', 'One Race Films', 'Rox Productions', 'Maple Cage Productions']"
567,Rear Window,"['Drama', 'Mystery', 'Thriller']",['Paramount Pictures']
205587,The Judge,['Drama'],"['Village Roadshow Pictures', 'Warner Bros.', 'Big Kid Pictures', 'Team Downey']"
192102,3 Days to Kill,"['Action', 'Drama', 'Thriller', 'Crime']","['Wonderland Sound and Vision', 'EuropaCorp', 'Relativity Media', '3DTK', 'Feelgood Entertainment', 'Paradise/MGN']"
75656,Now You See Me,"['Thriller', 'Crime']","['Summit Entertainment', 'K/O Paper Products', 'SOIXAN7E QUIN5E', 'See Me Louisiana']"
177677,Mission: Impossible - Rogue Nation,"['Action', 'Adventure', 'Thriller']","['Paramount Pictures', 'Skydance Productions', 'China Movie Channel', 'Bad Robot', 'TC Productions', 'Alibaba Pictures Group', 'Odin']"
209189,Life of Crime,"['Comedy', 'Crime']","['Gotham Group', 'Abbolita Productions', 'Starstream Entertainment']"
871,Planet of the Apes,"['Science Fiction', 'Adventure', 'Drama', 'Action']","['Twentieth Century Fox Film Corporation', 'APJAC Productions']"
9479,The Nightmare Before Christmas,"['Fantasy', 'Animation', 'Family']","['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures']"
8409,A Man Apart,"['Action', 'Drama']","['New Line Cinema', 'Newman/Tooley Films', 'Joseph Nittolo Entertainment', '""DIA"" Productions GmbH & Co. KG']"
41216,Legend of the Guardians: The Owls of Ga'Hoole,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Village Roadshow Pictures', 'Warner Bros.', 'Animal Logic', 'Cruel and Unusual Films']"
170,28 Days Later,"['Horror', 'Thriller', 'Science Fiction']","['DNA Films', 'British Film Council']"
180863,T2 Trainspotting,"['Crime', 'Drama']","['DNA Films', 'TriStar Pictures', 'Cloud Eight Films', 'Creative Scotland', 'Decibel Films', 'Film4']"
602,Independence Day,"['Action', 'Adventure', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment']"
383785,Kung Fu Yoga,"['Mystery', 'Action', 'Adventure', 'Comedy']","['Shinework Media', 'Taihe Entertainment']"
156022,The Equalizer,"['Thriller', 'Action', 'Crime']","['Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'Mace Neufeld Productions', 'LStar Capital', 'Lonetree Entertainment']"
162,Edward Scissorhands,"['Fantasy', 'Drama', 'Romance']",['Twentieth Century Fox Film Corporation']
181283,Child 44,"['Crime', 'Thriller']","['Summit Entertainment', 'Scott Free Productions', 'Worldview Entertainment']"
283445,Sinister 2,['Horror'],"['Alliance Films', 'Blumhouse Productions', 'IM Global', 'Automatik Entertainment', 'Entertainment One', 'Tank Caterpillar', 'Steady Aim']"
64682,The Great Gatsby,"['Drama', 'Romance']","['Village Roadshow Pictures', 'Bazmark Films', 'Warner Bros.', 'A&E Television Networks', 'Red Wagon Entertainment', 'Spectrum Films']"
223702,Sausage Party,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","['Columbia Pictures', 'Sony Pictures Animation', 'Sony Pictures Entertainment', 'Annapurna Pictures', 'Point Grey Pictures', 'Nitrogen Studios Canada']"
863,Toy Story 2,"['Animation', 'Comedy', 'Family']",['Pixar Animation Studios']
310307,The Founder,"['Drama', 'History']","['Weinstein Company, The', 'FilmNation Entertainment', 'Faliro House Productions', 'The Combine', 'Speedie Distribution']"
10802,Showgirls,['Drama'],"['United Artists', 'Le Studio Canal+', 'Carolco Pictures']"
10144,The Little Mermaid,"['Animation', 'Family']","['Walt Disney Pictures', 'Silver Screen Partners IV']"
278927,The Jungle Book,"['Family', 'Adventure', 'Drama', 'Fantasy']","['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']"
11185,"See No Evil, Hear No Evil","['Crime', 'Comedy']",['TriStar Pictures']
22804,Saw VI,"['Horror', 'Mystery']","['Lionsgate', 'Twisted Pictures']"
425,Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']","['Twentieth Century Fox Film Corporation', 'Blue Sky Studios', 'Twentieth Century Fox Animation']"
869,Planet of the Apes,"['Thriller', 'Science Fiction', 'Action', 'Adventure']","['Twentieth Century Fox Film Corporation', 'Tim Burton Productions', 'Zanuck Company, The']"
271718,Trainwreck,['Comedy'],"['Universal Pictures', 'Fuji Television Network', 'Dentsu', 'Apatow Productions']"
12155,Alice in Wonderland,"['Family', 'Fantasy', 'Adventure']","['Walt Disney Pictures', 'Team Todd', 'Tim Burton Productions', 'Roth Films', 'Zanuck Company, The']"
23483,Kick-Ass,"['Action', 'Crime']","['Lionsgate', 'Marv Films']"
290595,The Huntsman: Winter's War,"['Action', 'Adventure', 'Drama']","['Universal Pictures', 'Perfect World Pictures', 'Roth Films']"
49018,Insidious,"['Horror', 'Thriller']","['Alliance Films', 'IM Global', 'Stage 6 Films', 'Haunted Movies']"
166424,Fantastic Four,"['Action', 'Adventure', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Marv Films', 'Marvel Entertainment', 'Constantin Film.', 'Moving Picture Company (MPC)', 'TSG Entertainment', 'Genre Films']"
319,True Romance,"['Action', 'Thriller', 'Crime', 'Romance']","['Davis-Films', 'August Entertainment', 'Warner Bros.', 'Morgan Creek Productions']"
241239,A Most Violent Year,"['Crime', 'Drama', 'Thriller']","['Participant Media', 'Imagenation Abu Dhabi FZ', 'FilmNation Entertainment', 'Before the Door Pictures', 'Washington Square Films', 'A24', 'Old Bull Pictures']"
242,The Godfather: Part III,"['Crime', 'Drama', 'Thriller']",['Paramount Pictures']
128,Princess Mononoke,"['Adventure', 'Fantasy', 'Animation']","['Miramax Films', 'Studio Ghibli', 'Nibariki', 'Nippon Television Network (NTV)']"
43074,Ghostbusters,"['Action', 'Fantasy', 'Comedy']","['Columbia Pictures', 'Village Roadshow Pictures', 'Montecito Picture Company, The', 'LStar Capital', 'Feigco Entertainment', 'Pascal Pictures', 'Ghostcorps']"
714,Tomorrow Never Dies,"['Adventure', 'Action', 'Thriller']",['Eon Productions']
8005,Robin Hood: Men in Tights,['Comedy'],"['Gaumont', 'Twentieth Century Fox Film Corporation', 'Brooksfilms']"
8077,Alien³,"['Science Fiction', 'Action', 'Horror']","['Twentieth Century Fox Film Corporation', 'Brandywine Productions']"
185,A Clockwork Orange,"['Science Fiction', 'Drama']","['Hawk Films', 'Warner Bros.']"
334543,Lion,['Drama'],"['The Weinstein Company', 'See-Saw Films', 'Screen Australia', 'Aquarius Films', 'Sunstar Entertainment']"
324849,The Lego Batman Movie,"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']","['Lin Pictures', 'Warner Bros. Animation', 'Warner Bros.', 'Animal Logic', 'DC Entertainment', 'Lord Miller', 'LEGO System A/S']"
36586,Blade II,"['Fantasy', 'Horror', 'Action', 'Thriller']","['New Line Cinema', 'Amen Ra Films', 'Milk & Honey', 'Imaginary Forces', 'Justin Pictures', 'Linovo Productions GmbH & Co. KG', 'Pacific Title and Art Studio', 'Marvel Enterprises']"
335791,When the Bough Breaks,"['Mystery', 'Drama', 'Horror']","['Screen Gems', 'Unique Features']"
415,Batman & Robin,"['Action', 'Crime', 'Fantasy']","['PolyGram Filmed Entertainment', 'Warner Bros.']"
321258,The Boy,"['Horror', 'Mystery', 'Thriller']","['Lakeshore Entertainment', 'Vertigo Entertainment', 'Diamond Films', 'Showtime Networks', 'STX Entertainment']"
321258,The Boy,"['Horror', 'Mystery', 'Thriller']","['Lakeshore Entertainment', 'Vertigo Entertainment', 'Diamond Films', 'Showtime Networks', 'STX Entertainment']"
256961,Paul Blart: Mall Cop 2,"['Action', 'Comedy', 'Family']","['Columbia Pictures', 'Happy Madison Productions', 'Sony Pictures Releasing', 'Sony Pictures Entertainment (SPE)', 'LStar Capital', 'Hey Eddie']"
8844,Jumanji,"['Adventure', 'Fantasy', 'Family']","['TriStar Pictures', 'Teitler Film', 'Interscope Communications']"
47933,Independence Day: Resurgence,"['Action', 'Adventure', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment', 'TSG Entertainment', 'Stereo D']"
37799,The Social Network,['Drama'],"['Columbia Pictures', 'Scott Rudin Productions', 'Relativity Media']"
137116,Smurfs: The Lost Village,"['Adventure', 'Animation', 'Comedy', 'Family']","['Columbia Pictures', 'Sony Pictures Animation', 'Kerner Entertainment Company']"
10193,Toy Story 3,"['Animation', 'Family', 'Comedy']","['Walt Disney Pictures', 'Pixar Animation Studios']"
1734,The Mummy Returns,"['Adventure', 'Action', 'Fantasy']","['Universal Pictures', 'Alphaville Films', 'Imhotep Productions']"
1124,The Prestige,"['Drama', 'Mystery', 'Thriller']","['Warner Bros.', 'Touchstone Pictures', 'Syncopy']"
256924,Danny Collins,"['Comedy', 'Drama', 'Music']","['Big Indie Pictures', 'ShivHans Pictures']"
