id,title,genres,production_companies
49017,Dracula Untold,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']","['Universal Pictures', 'Legendary Pictures', 'Fuji Television Network', 'Dentsu', 'Michael De Luca Productions']"
629,The Usual Suspects,"['Drama', 'Crime', 'Thriller']","['Blue Parrot Productions', 'Bad Hat Harry Productions']"
1495,Kingdom of Heaven,"['Drama', 'Action', 'Adventure', 'History', 'War']","['Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Kanzaman', 'Dune Films', 'BK', 'KOH', 'Reino del Cielo', 'Inside Track 3', 'Calle Cruzada']"
291870,Dirty Grandpa,['Comedy'],"['Lionsgate', 'Josephson Entertainment', 'QED International', ""Ninjas Runnin' Wild Productions"", 'Covert Media', 'BillBlock Media']"
291870,Dirty Grandpa,['Comedy'],"['Lionsgate', 'Josephson Entertainment', 'QED International', ""Ninjas Runnin' Wild Productions"", 'Covert Media', 'BillBlock Media']"
222935,The Fault in Our Stars,"['Romance', 'Drama']","['Fox 2000 Pictures', 'Temple Hill Entertainment', 'TSG Entertainment']"
62211,Monsters University,"['Animation', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios']"
408,Snow White and the Seven Dwarfs,"['Fantasy', 'Animation', 'Family']",['Walt Disney Productions']
11296,Birdy,"['Drama', 'History']",['TriStar Pictures']
76492,Hotel Transylvania,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Columbia Pictures', 'Sony Pictures Animation']"
809,Shrek 2,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
604,The Matrix Reloaded,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['Village Roadshow Pictures', 'NPV Entertainment', 'Heineken Branded Entertainment', 'Silver Pictures', 'Warner Bros.']"
321697,Steve Jobs,"['Drama', 'History']","['Universal Pictures', 'Scott Rudin Productions', 'Legendary Pictures', 'The Mark Gordon Company', 'Management 360', 'Cloud Eight Films']"
241254,The Prince,"['Thriller', 'Action']","['Grindstone Entertainment Group', 'Emmett/Furla Films', 'Oasis Films', 'Aperture Entertainment']"
19959,Surrogates,"['Action', 'Science Fiction', 'Thriller']","['Touchstone Pictures', 'Mandeville Films', 'Wintergreen Productions', 'Top Shelf Productions']"
8363,Superbad,['Comedy'],"['Columbia Pictures', 'Apatow Productions']"
11635,Old School,['Comedy'],"['DreamWorks SKG', 'The Montecito Picture Company']"
10320,The Ring Two,"['Drama', 'Horror', 'Thriller']","['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']"
9016,Treasure Planet,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']","['Walt Disney Pictures', 'Walt Disney Feature Animation']"
953,Madagascar,"['Family', 'Animation']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
4935,Howl's Moving Castle,"['Fantasy', 'Animation', 'Adventure']","['Studio Ghibli', 'Buena Vista Home Entertainment', 'Mitsubishi', 'd-rights', 'Tohokushinsha Film Corporation']"
10681,WALL·E,"['Animation', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios', 'FortyFour Studios']"
77338,The Intouchables,"['Drama', 'Comedy']","['Gaumont', 'TF1 Films Production', 'Canal+', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1']"
290250,The Nice Guys,"['Action', 'Comedy', 'Crime', 'Thriller']","['Silver Pictures', 'Warner Bros.', 'Waypoint Entertainment', 'Bloom', 'Nice Guys', 'Misty Mountains']"
400928,Gifted,['Drama'],"['Fox Searchlight Pictures', 'FilmNation Entertainment', 'Dayday Films', 'Grade A Entertainment']"
8916,Antz,"['Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']"
132232,Mama,['Horror'],"['Universal Pictures', 'Toma 78', 'De Milo']"
334524,Gold,"['Thriller', 'Adventure', 'Drama']","['Living Films', 'Hwy61', 'Black Bear Pictures', 'Boies / Schiller Film Group']"
243688,Poltergeist,"['Horror', 'Thriller']","['Ghost House Pictures', 'Vertigo Entertainment', 'Metro-Goldwyn-Mayer (MGM)', 'TSG Entertainment']"
193893,Let's Be Cops,['Comedy'],"['Twentieth Century Fox Film Corporation', 'WideAwake', 'Genre Films']"
2024,The Patriot,"['Drama', 'History', 'War', 'Action']","['Centropolis Entertainment', 'Columbia Pictures Corporation', 'Mutual Film Company', 'Global Entertainment Productions GmbH & Company Medien KG']"
115,The Big Lebowski,"['Comedy', 'Crime']","['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films']"
310,Bruce Almighty,"['Fantasy', 'Comedy']","['Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Pit Bull Productions']"
1669,The Hunt for Red October,"['Action', 'Adventure', 'Thriller']","['Paramount Pictures', 'Nina Saxon Film Design', 'Mace Neufeld Productions']"
241258,Incarnate,"['Horror', 'Thriller']","['Blumhouse Productions', 'IM Global', 'WWE Studios']"
38167,Eat Pray Love,['Drama'],"['Columbia Pictures', 'Red Om Films', 'Plan B Entertainment']"
11448,Mighty Aphrodite,"['Comedy', 'Romance']","['Miramax Films', 'Magnolia Pictures']"
311324,The Great Wall,"['Action', 'Adventure', 'Fantasy']","['Universal Pictures', 'Atlas Entertainment', 'Legendary Pictures', 'China Film Group', 'Le Vision Pictures', 'Legendary East', 'Kava Productions']"
62177,Brave,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']","['Walt Disney Pictures', 'Pixar Animation Studios']"
12123,Chain Reaction,"['Action', 'Drama', 'Science Fiction', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Chicago Pacific Entertainment', 'Zanuck Company, The']"
254470,Pitch Perfect 2,"['Comedy', 'Music']","['Universal Pictures', 'Gold Circle Films', 'Brownstone Productions']"
1995,Lara Croft: Tomb Raider,"['Adventure', 'Fantasy', 'Action', 'Thriller']","['Paramount Pictures', 'Toho-Towa', 'Mutual Film Company', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'Marubeni', 'Eidos Interactive']"
926,Galaxy Quest,"['Comedy', 'Family', 'Science Fiction']","['DreamWorks SKG', 'Gran Via Productions']"
11324,Shutter Island,"['Drama', 'Thriller', 'Mystery']","['Paramount Pictures', 'Appian Way', 'Phoenix Pictures', 'Sikelia Productions']"
15,Citizen Kane,"['Mystery', 'Drama']","['RKO Radio Pictures', 'Mercury Productions']"
16871,Drag Me to Hell,"['Horror', 'Thriller']","['Universal Pictures', 'Ghost House Pictures', 'Mandate Pictures', 'Buckaroo Entertainment', 'Curse Productions']"
87,Indiana Jones and the Temple of Doom,"['Adventure', 'Action']","['Lucasfilm', 'Paramount Pictures']"
