id,title,genres,production_companies
1930,The Amazing Spider-Man,"['Action', 'Adventure', 'Fantasy']","['Columbia Pictures', 'Laura Ziskin Productions', 'Marvel Entertainment']"
374720,Dunkirk,"['Action', 'Drama', 'History', 'Thriller', 'War']","['Canal+', 'Studio Canal', 'Warner Bros.', 'Syncopy', 'RatPac-Dune Entertainment', 'Kaap Holland Film']"
329865,Arrival,"['Thriller', 'Drama', 'Science Fiction', 'Mystery']","['Paramount Pictures', '21 Laps Entertainment', 'FilmNation Entertainment', 'Lava Bear Films']"
76203,12 Years a Slave,"['Drama', 'History']","['Plan B Entertainment', 'Regency Enterprises', 'River Road Entertainment', 'Film4', 'New Regency Pictures']"
198184,Chappie,"['Crime', 'Action', 'Science Fiction']","['Columbia Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)', 'Alpha Core', 'Genre Films', 'Simon Kinberg Productions', 'LStar Capital', 'Ollin Studio']"
87101,Terminator Genisys,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","['Paramount Pictures', 'Annapurna Pictures', 'Skydance Media']"
18239,The Twilight Saga: New Moon,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']"
672,Harry Potter and the Chamber of Secrets,"['Adventure', 'Fantasy', 'Family']","['1492 Pictures', 'Heyday films', 'Warner Bros.']"
58,Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']"
293167,Kong: Skull Island,"['Action', 'Adventure', 'Fantasy']","['Legendary Pictures', 'Warner Bros.']"
121,The Lord of the Rings: The Two Towers,"['Adventure', 'Fantasy', 'Action']","['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']"
